AQSID,STATE_NAME,COUNTY_NAME,PARAMETER_NAME,DATETIME_LOCAL,LATITUDE,LONGITUDE,UNITS_OF_MEASURE,AQI,CITY_NAME
AQ000001,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/17 05:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000002,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/18 05:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000003,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/08 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000004,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/09 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000005,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/10 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000006,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/11 04:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000007,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/12 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000008,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/13 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000009,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/14 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000010,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/15 04:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000011,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/16 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000012,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/17 04:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000013,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/18 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000014,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/19 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000015,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/20 04:00:00+00,38.895572,-76.958072,Parts per billion,29,Washington
AQ000016,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/21 04:00:00+00,38.895572,-76.958072,Parts per billion,29,Washington
AQ000017,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/22 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000018,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/23 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000019,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/24 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000020,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/25 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000021,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/26 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000022,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/01 05:00:00+00,38.895572,-76.958072,Parts per billion,15,Washington
AQ000023,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/02 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000024,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/03 05:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000025,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/04 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000026,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/05 05:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000027,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/06 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000028,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/07 05:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000029,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/08 05:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000030,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/09 05:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000031,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/10 05:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000032,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/11 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000033,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/12 05:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000034,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/13 05:00:00+00,38.895572,-76.958072,Parts per billion,39,Washington
AQ000035,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/14 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000036,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/15 05:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000037,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/16 05:00:00+00,38.895572,-76.958072,Parts per billion,30,Washington
AQ000038,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/17 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000039,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/18 05:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000040,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/19 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000041,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/20 05:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000042,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/21 05:00:00+00,38.895572,-76.958072,Parts per billion,35,Washington
AQ000043,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/22 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000044,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/23 05:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000045,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/24 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000046,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/25 05:00:00+00,38.895572,-76.958072,Parts per billion,37,Washington
AQ000047,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/26 05:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000048,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/27 05:00:00+00,38.895572,-76.958072,Parts per billion,35,Washington
AQ000049,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/28 05:00:00+00,38.895572,-76.958072,Parts per billion,37,Washington
AQ000050,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/29 05:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000051,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/30 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000052,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/01/31 05:00:00+00,38.895572,-76.958072,Parts per billion,41,Washington
AQ000053,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/01 05:00:00+00,38.895572,-76.958072,Parts per billion,42,Washington
AQ000054,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/02 05:00:00+00,38.895572,-76.958072,Parts per billion,39,Washington
AQ000055,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/03 05:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000056,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/04 05:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000057,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/05 05:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000058,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/06 05:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000059,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/07 05:00:00+00,38.895572,-76.958072,Parts per billion,37,Washington
AQ000060,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/08 05:00:00+00,38.895572,-76.958072,Parts per billion,38,Washington
AQ000061,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/09 05:00:00+00,38.895572,-76.958072,Parts per billion,43,Washington
AQ000062,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/10 05:00:00+00,38.895572,-76.958072,Parts per billion,42,Washington
AQ000063,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/11 05:00:00+00,38.895572,-76.958072,Parts per billion,47,Washington
AQ000064,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/12 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000065,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/13 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000066,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/14 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000067,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/15 05:00:00+00,38.895572,-76.958072,Parts per billion,42,Washington
AQ000068,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/16 05:00:00+00,38.895572,-76.958072,Parts per billion,48,Washington
AQ000069,District Of Columbia,District of Columbia,Ozone,2022/01/23 05:00:00+00,38.895572,-76.958072,Parts per million,27,Washington
AQ000070,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/19 05:00:00+00,38.895572,-76.958072,Parts per billion,34,Washington
AQ000071,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/20 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000072,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/21 05:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000073,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/22 05:00:00+00,38.895572,-76.958072,Parts per billion,41,Washington
AQ000074,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/23 05:00:00+00,38.895572,-76.958072,Parts per billion,6,Washington
AQ000075,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/24 05:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000076,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/25 05:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000077,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/26 05:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000078,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/27 05:00:00+00,38.895572,-76.958072,Parts per billion,30,Washington
AQ000079,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/02/28 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000080,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/01 05:00:00+00,38.895572,-76.958072,Parts per billion,45,Washington
AQ000081,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/02 05:00:00+00,38.895572,-76.958072,Parts per billion,50,Washington
AQ000082,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/03 05:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000083,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/04 05:00:00+00,38.895572,-76.958072,Parts per billion,28,Washington
AQ000084,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/05 05:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000085,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/06 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000086,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/07 05:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000087,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/08 05:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000088,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/09 05:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000089,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/10 05:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000090,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/11 05:00:00+00,38.895572,-76.958072,Parts per billion,38,Washington
AQ000091,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/12 05:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000092,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/13 05:00:00+00,38.895572,-76.958072,Parts per billion,31,Washington
AQ000093,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/14 04:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000094,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/15 04:00:00+00,38.895572,-76.958072,Parts per billion,36,Washington
AQ000095,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/16 04:00:00+00,38.895572,-76.958072,Parts per billion,48,Washington
AQ000096,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/17 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000097,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/18 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000098,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/19 04:00:00+00,38.895572,-76.958072,Parts per billion,5,Washington
AQ000099,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/20 04:00:00+00,38.895572,-76.958072,Parts per billion,4,Washington
AQ000100,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/21 04:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000101,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/22 04:00:00+00,38.895572,-76.958072,Parts per billion,36,Washington
AQ000102,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/23 04:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000103,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/24 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000104,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/25 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000105,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/26 04:00:00+00,38.895572,-76.958072,Parts per billion,5,Washington
AQ000106,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/27 04:00:00+00,38.895572,-76.958072,Parts per billion,3,Washington
AQ000107,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/28 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000108,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/29 04:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000109,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/30 04:00:00+00,38.895572,-76.958072,Parts per billion,42,Washington
AQ000110,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/03/31 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000111,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/01 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000112,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/04 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000113,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/05 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000114,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/06 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000115,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/07 04:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000116,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/08 04:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000117,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/09 04:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000118,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/10 04:00:00+00,38.895572,-76.958072,Parts per billion,28,Washington
AQ000119,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/11 04:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000120,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/12 04:00:00+00,38.895572,-76.958072,Parts per billion,29,Washington
AQ000121,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/13 04:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000122,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/14 04:00:00+00,38.895572,-76.958072,Parts per billion,6,Washington
AQ000123,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/15 04:00:00+00,38.895572,-76.958072,Parts per billion,28,Washington
AQ000124,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/18 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000125,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/19 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000126,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/20 04:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000127,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/21 04:00:00+00,38.895572,-76.958072,Parts per billion,30,Washington
AQ000128,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/22 04:00:00+00,38.895572,-76.958072,Parts per billion,29,Washington
AQ000129,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/23 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000130,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/24 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000131,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/25 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000132,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/26 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000133,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/27 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000134,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/28 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000135,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/29 04:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000136,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/04/30 04:00:00+00,38.895572,-76.958072,Parts per billion,31,Washington
AQ000137,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/01 04:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000138,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/02 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000139,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/03 04:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000140,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/04 04:00:00+00,38.895572,-76.958072,Parts per billion,15,Washington
AQ000141,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/05 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000142,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/06 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000143,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/07 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000144,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/08 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000145,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/09 04:00:00+00,38.895572,-76.958072,Parts per billion,35,Washington
AQ000146,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/10 04:00:00+00,38.895572,-76.958072,Parts per billion,30,Washington
AQ000147,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/11 04:00:00+00,38.895572,-76.958072,Parts per billion,31,Washington
AQ000148,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/12 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000149,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/13 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000150,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/14 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000151,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/15 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000152,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/16 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000153,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/17 04:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000154,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/18 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000155,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/19 04:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000156,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/20 04:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000157,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/21 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000158,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/22 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000159,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/23 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000160,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/24 04:00:00+00,38.895572,-76.958072,Parts per billion,15,Washington
AQ000161,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/25 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000162,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/26 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000163,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/27 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000164,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/28 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000165,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/29 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000166,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/30 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000167,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/05/31 04:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000168,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/01 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000169,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/02 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000170,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/03 04:00:00+00,38.895572,-76.958072,Parts per billion,38,Washington
AQ000171,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/04 04:00:00+00,38.895572,-76.958072,Parts per billion,31,Washington
AQ000172,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/05 04:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000173,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/06 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000174,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/07 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000175,District Of Columbia,District of Columbia,Ozone,2022/05/16 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000176,District Of Columbia,District of Columbia,Ozone,2022/05/17 04:00:00+00,38.895572,-76.958072,Parts per million,47,Washington
AQ000177,District Of Columbia,District of Columbia,Ozone,2022/05/18 04:00:00+00,38.895572,-76.958072,Parts per million,39,Washington
AQ000178,District Of Columbia,District of Columbia,Ozone,2022/05/19 04:00:00+00,38.895572,-76.958072,Parts per million,40,Washington
AQ000179,District Of Columbia,District of Columbia,Ozone,2022/05/20 04:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000180,District Of Columbia,District of Columbia,Ozone,2022/05/21 04:00:00+00,38.895572,-76.958072,Parts per million,44,Washington
AQ000181,District Of Columbia,District of Columbia,Ozone,2022/05/22 04:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000182,District Of Columbia,District of Columbia,Ozone,2022/05/23 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000183,District Of Columbia,District of Columbia,Ozone,2022/05/24 04:00:00+00,38.895572,-76.958072,Parts per million,24,Washington
AQ000184,District Of Columbia,District of Columbia,Ozone,2022/05/25 04:00:00+00,38.895572,-76.958072,Parts per million,29,Washington
AQ000185,District Of Columbia,District of Columbia,Ozone,2022/05/26 04:00:00+00,38.895572,-76.958072,Parts per million,22,Washington
AQ000186,District Of Columbia,District of Columbia,Ozone,2022/05/27 04:00:00+00,38.895572,-76.958072,Parts per million,25,Washington
AQ000187,District Of Columbia,District of Columbia,Ozone,2022/05/28 04:00:00+00,38.895572,-76.958072,Parts per million,32,Washington
