AQSID,STATE_NAME,COUNTY_NAME,PARAMETER_NAME,DATETIME_LOCAL,LATITUDE,LONGITUDE,UNITS_OF_MEASURE,AQI,CITY_NAME
AQ000307,District Of Columbia,District of Columbia,Ozone,2022/01/14 05:00:00+00,38.895572,-76.958072,Parts per million,16,Washington
AQ000308,District Of Columbia,District of Columbia,Ozone,2022/01/15 05:00:00+00,38.895572,-76.958072,Parts per million,17,Washington
AQ000309,District Of Columbia,District of Columbia,Ozone,2022/01/16 05:00:00+00,38.895572,-76.958072,Parts per million,11,Washington
AQ000310,District Of Columbia,District of Columbia,Ozone,2022/01/17 05:00:00+00,38.895572,-76.958072,Parts per million,21,Washington
AQ000311,District Of Columbia,District of Columbia,Ozone,2022/01/18 05:00:00+00,38.895572,-76.958072,Parts per million,18,Washington
AQ000312,District Of Columbia,District of Columbia,Ozone,2022/01/19 05:00:00+00,38.895572,-76.958072,Parts per million,19,Washington
AQ000313,District Of Columbia,District of Columbia,Ozone,2022/01/20 05:00:00+00,38.895572,-76.958072,Parts per million,25,Washington
AQ000314,District Of Columbia,District of Columbia,Ozone,2022/01/21 05:00:00+00,38.895572,-76.958072,Parts per million,20,Washington
AQ000315,District Of Columbia,District of Columbia,Ozone,2022/01/22 05:00:00+00,38.895572,-76.958072,Parts per million,25,Washington
AQ000316,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/15 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000317,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/01/16 05:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000318,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/13 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000319,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/14 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000320,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/15 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000321,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/16 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000322,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/17 04:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000323,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/18 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000324,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/19 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000325,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/20 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000326,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/21 04:00:00+00,38.895572,-76.958072,Parts per billion,5,Washington
AQ000327,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/22 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000328,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/23 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000329,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/24 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000330,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/25 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000331,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/26 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000332,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/27 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000333,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/28 04:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000334,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/29 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000335,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/30 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000336,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/31 04:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000337,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/01 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000338,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/02 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000339,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/03 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000340,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/04 04:00:00+00,38.895572,-76.958072,Parts per billion,5,Washington
AQ000341,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/05 04:00:00+00,38.895572,-76.958072,Parts per billion,5,Washington
AQ000342,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/06 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000343,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/07 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000344,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/08 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000345,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/09 04:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000346,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/10 04:00:00+00,38.895572,-76.958072,Parts per billion,15,Washington
AQ000347,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/11 04:00:00+00,38.895572,-76.958072,Parts per billion,5,Washington
AQ000348,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/12 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000349,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/13 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000350,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/14 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000351,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/15 04:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000352,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/16 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000353,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/17 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000354,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/18 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000355,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/19 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000356,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/20 04:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000357,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/21 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000358,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/22 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000359,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/23 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000360,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/24 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000361,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/25 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000362,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/26 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000363,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/27 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000364,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/28 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000365,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/29 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000366,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/09/30 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000367,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/01 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000368,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/02 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000369,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/03 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000370,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/04 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000371,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/05 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000372,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/06 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000373,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/07 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000374,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/08 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000375,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/09 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000376,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/10 04:00:00+00,38.895572,-76.958072,Parts per billion,28,Washington
AQ000377,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/11 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000378,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/12 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000379,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/13 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000380,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/14 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000381,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/15 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000382,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/16 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000383,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/17 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000384,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/18 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000385,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/19 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000386,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/20 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000387,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/21 04:00:00+00,38.895572,-76.958072,Parts per billion,34,Washington
AQ000388,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/22 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000389,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/23 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000390,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/24 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000391,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/25 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000392,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/26 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000393,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/27 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000394,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/28 04:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000395,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/29 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000396,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/30 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000397,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/10/31 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000398,District Of Columbia,District of Columbia,Ozone,2022/01/24 05:00:00+00,38.895572,-76.958072,Parts per million,23,Washington
AQ000399,District Of Columbia,District of Columbia,Ozone,2022/01/25 05:00:00+00,38.895572,-76.958072,Parts per million,28,Washington
AQ000400,District Of Columbia,District of Columbia,Ozone,2022/01/26 05:00:00+00,38.895572,-76.958072,Parts per million,29,Washington
AQ000401,District Of Columbia,District of Columbia,Ozone,2022/01/27 05:00:00+00,38.895572,-76.958072,Parts per million,30,Washington
AQ000402,District Of Columbia,District of Columbia,Ozone,2022/01/28 05:00:00+00,38.895572,-76.958072,Parts per million,21,Washington
AQ000403,District Of Columbia,District of Columbia,Ozone,2022/01/29 05:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000404,District Of Columbia,District of Columbia,Ozone,2022/01/30 05:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000405,District Of Columbia,District of Columbia,Ozone,2022/01/31 05:00:00+00,38.895572,-76.958072,Parts per million,28,Washington
AQ000406,District Of Columbia,District of Columbia,Ozone,2022/02/01 05:00:00+00,38.895572,-76.958072,Parts per million,27,Washington
AQ000407,District Of Columbia,District of Columbia,Ozone,2022/02/02 05:00:00+00,38.895572,-76.958072,Parts per million,24,Washington
AQ000408,District Of Columbia,District of Columbia,Ozone,2022/02/03 05:00:00+00,38.895572,-76.958072,Parts per million,28,Washington
AQ000409,District Of Columbia,District of Columbia,Ozone,2022/02/04 05:00:00+00,38.895572,-76.958072,Parts per million,25,Washington
AQ000410,District Of Columbia,District of Columbia,Ozone,2022/02/05 05:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000411,District Of Columbia,District of Columbia,Ozone,2022/02/06 05:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000412,District Of Columbia,District of Columbia,Ozone,2022/02/07 05:00:00+00,38.895572,-76.958072,Parts per million,19,Washington
AQ000413,District Of Columbia,District of Columbia,Ozone,2022/02/08 05:00:00+00,38.895572,-76.958072,Parts per million,33,Washington
AQ000414,District Of Columbia,District of Columbia,Ozone,2022/02/09 05:00:00+00,38.895572,-76.958072,Parts per million,35,Washington
AQ000415,District Of Columbia,District of Columbia,Ozone,2022/02/10 05:00:00+00,38.895572,-76.958072,Parts per million,35,Washington
AQ000416,District Of Columbia,District of Columbia,Ozone,2022/02/11 05:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000417,District Of Columbia,District of Columbia,Ozone,2022/02/12 05:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000418,District Of Columbia,District of Columbia,Ozone,2022/02/13 05:00:00+00,38.895572,-76.958072,Parts per million,26,Washington
AQ000419,District Of Columbia,District of Columbia,Ozone,2022/02/14 05:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000420,District Of Columbia,District of Columbia,Ozone,2022/02/15 05:00:00+00,38.895572,-76.958072,Parts per million,29,Washington
AQ000421,District Of Columbia,District of Columbia,Ozone,2022/02/16 05:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000422,District Of Columbia,District of Columbia,Ozone,2022/02/17 05:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000423,District Of Columbia,District of Columbia,Ozone,2022/02/18 05:00:00+00,38.895572,-76.958072,Parts per million,33,Washington
AQ000424,District Of Columbia,District of Columbia,Ozone,2022/02/19 05:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000425,District Of Columbia,District of Columbia,Ozone,2022/02/20 05:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000426,District Of Columbia,District of Columbia,Ozone,2022/02/21 05:00:00+00,38.895572,-76.958072,Parts per million,38,Washington
AQ000427,District Of Columbia,District of Columbia,Ozone,2022/02/22 05:00:00+00,38.895572,-76.958072,Parts per million,30,Washington
AQ000428,District Of Columbia,District of Columbia,Ozone,2022/02/23 05:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000429,District Of Columbia,District of Columbia,Ozone,2022/02/24 05:00:00+00,38.895572,-76.958072,Parts per million,17,Washington
AQ000430,District Of Columbia,District of Columbia,Ozone,2022/02/25 05:00:00+00,38.895572,-76.958072,Parts per million,26,Washington
AQ000431,District Of Columbia,District of Columbia,Ozone,2022/02/26 05:00:00+00,38.895572,-76.958072,Parts per million,33,Washington
AQ000432,District Of Columbia,District of Columbia,Ozone,2022/02/27 05:00:00+00,38.895572,-76.958072,Parts per million,41,Washington
AQ000433,District Of Columbia,District of Columbia,Ozone,2022/02/28 05:00:00+00,38.895572,-76.958072,Parts per million,41,Washington
AQ000434,District Of Columbia,District of Columbia,Ozone,2022/03/01 05:00:00+00,38.895572,-76.958072,Parts per million,27,Washington
AQ000435,District Of Columbia,District of Columbia,Ozone,2022/03/02 05:00:00+00,38.895572,-76.958072,Parts per million,32,Washington
AQ000436,District Of Columbia,District of Columbia,Ozone,2022/03/03 05:00:00+00,38.895572,-76.958072,Parts per million,37,Washington
AQ000437,District Of Columbia,District of Columbia,Ozone,2022/03/04 05:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000438,District Of Columbia,District of Columbia,Ozone,2022/03/05 05:00:00+00,38.895572,-76.958072,Parts per million,38,Washington
AQ000439,District Of Columbia,District of Columbia,Ozone,2022/03/06 05:00:00+00,38.895572,-76.958072,Parts per million,32,Washington
AQ000440,District Of Columbia,District of Columbia,Ozone,2022/03/07 05:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000441,District Of Columbia,District of Columbia,Ozone,2022/03/08 05:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000442,District Of Columbia,District of Columbia,Ozone,2022/03/09 05:00:00+00,38.895572,-76.958072,Parts per million,28,Washington
AQ000443,District Of Columbia,District of Columbia,Ozone,2022/03/10 05:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000444,District Of Columbia,District of Columbia,Ozone,2022/03/11 05:00:00+00,38.895572,-76.958072,Parts per million,38,Washington
AQ000445,District Of Columbia,District of Columbia,Ozone,2022/03/12 05:00:00+00,38.895572,-76.958072,Parts per million,37,Washington
AQ000446,District Of Columbia,District of Columbia,Ozone,2022/03/13 05:00:00+00,38.895572,-76.958072,Parts per million,37,Washington
AQ000447,District Of Columbia,District of Columbia,Ozone,2022/03/14 04:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000448,District Of Columbia,District of Columbia,Ozone,2022/03/15 04:00:00+00,38.895572,-76.958072,Parts per million,44,Washington
AQ000449,District Of Columbia,District of Columbia,Ozone,2022/03/16 04:00:00+00,38.895572,-76.958072,Parts per million,46,Washington
AQ000450,District Of Columbia,District of Columbia,Ozone,2022/03/17 04:00:00+00,38.895572,-76.958072,Parts per million,19,Washington
AQ000451,District Of Columbia,District of Columbia,Ozone,2022/03/18 04:00:00+00,38.895572,-76.958072,Parts per million,37,Washington
AQ000452,District Of Columbia,District of Columbia,Ozone,2022/03/19 04:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000453,District Of Columbia,District of Columbia,Ozone,2022/03/20 04:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000454,District Of Columbia,District of Columbia,Ozone,2022/03/21 04:00:00+00,38.895572,-76.958072,Parts per million,42,Washington
AQ000455,District Of Columbia,District of Columbia,Ozone,2022/03/22 04:00:00+00,38.895572,-76.958072,Parts per million,39,Washington
AQ000456,District Of Columbia,District of Columbia,Ozone,2022/03/23 04:00:00+00,38.895572,-76.958072,Parts per million,29,Washington
AQ000457,District Of Columbia,District of Columbia,Ozone,2022/03/24 04:00:00+00,38.895572,-76.958072,Parts per million,11,Washington
AQ000458,District Of Columbia,District of Columbia,Ozone,2022/03/25 04:00:00+00,38.895572,-76.958072,Parts per million,37,Washington
AQ000459,District Of Columbia,District of Columbia,Ozone,2022/03/26 04:00:00+00,38.895572,-76.958072,Parts per million,35,Washington
AQ000460,District Of Columbia,District of Columbia,Ozone,2022/03/27 04:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000461,District Of Columbia,District of Columbia,Ozone,2022/03/28 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000462,District Of Columbia,District of Columbia,Ozone,2022/03/29 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000463,District Of Columbia,District of Columbia,Ozone,2022/03/30 04:00:00+00,38.895572,-76.958072,Parts per million,39,Washington
AQ000464,District Of Columbia,District of Columbia,Ozone,2022/04/05 04:00:00+00,38.895572,-76.958072,Parts per million,26,Washington
AQ000465,District Of Columbia,District of Columbia,Ozone,2022/04/06 04:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000466,District Of Columbia,District of Columbia,Ozone,2022/04/07 04:00:00+00,38.895572,-76.958072,Parts per million,26,Washington
AQ000467,District Of Columbia,District of Columbia,Ozone,2022/04/08 04:00:00+00,38.895572,-76.958072,Parts per million,38,Washington
AQ000468,District Of Columbia,District of Columbia,Ozone,2022/04/09 04:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000469,District Of Columbia,District of Columbia,Ozone,2022/04/10 04:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000470,District Of Columbia,District of Columbia,Ozone,2022/04/11 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000471,District Of Columbia,District of Columbia,Ozone,2022/04/12 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000472,District Of Columbia,District of Columbia,Ozone,2022/04/13 04:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000473,District Of Columbia,District of Columbia,Ozone,2022/04/14 04:00:00+00,38.895572,-76.958072,Parts per million,35,Washington
AQ000474,District Of Columbia,District of Columbia,Ozone,2022/04/15 04:00:00+00,38.895572,-76.958072,Parts per million,46,Washington
AQ000475,District Of Columbia,District of Columbia,Ozone,2022/04/18 04:00:00+00,38.895572,-76.958072,Parts per million,22,Washington
AQ000476,District Of Columbia,District of Columbia,Ozone,2022/04/19 04:00:00+00,38.895572,-76.958072,Parts per million,31,Washington
AQ000477,District Of Columbia,District of Columbia,Ozone,2022/04/20 04:00:00+00,38.895572,-76.958072,Parts per million,37,Washington
AQ000478,District Of Columbia,District of Columbia,Ozone,2022/04/21 04:00:00+00,38.895572,-76.958072,Parts per million,38,Washington
AQ000479,District Of Columbia,District of Columbia,Ozone,2022/04/22 04:00:00+00,38.895572,-76.958072,Parts per million,44,Washington
AQ000480,District Of Columbia,District of Columbia,Ozone,2022/04/23 04:00:00+00,38.895572,-76.958072,Parts per million,45,Washington
AQ000481,District Of Columbia,District of Columbia,Ozone,2022/04/24 04:00:00+00,38.895572,-76.958072,Parts per million,45,Washington
AQ000482,District Of Columbia,District of Columbia,Ozone,2022/04/25 04:00:00+00,38.895572,-76.958072,Parts per million,33,Washington
AQ000483,District Of Columbia,District of Columbia,Ozone,2022/04/26 04:00:00+00,38.895572,-76.958072,Parts per million,29,Washington
AQ000484,District Of Columbia,District of Columbia,Ozone,2022/04/27 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000485,District Of Columbia,District of Columbia,Ozone,2022/04/28 04:00:00+00,38.895572,-76.958072,Parts per million,36,Washington
AQ000486,District Of Columbia,District of Columbia,Ozone,2022/04/29 04:00:00+00,38.895572,-76.958072,Parts per million,44,Washington
AQ000487,District Of Columbia,District of Columbia,Ozone,2022/04/30 04:00:00+00,38.895572,-76.958072,Parts per million,44,Washington
AQ000488,District Of Columbia,District of Columbia,Ozone,2022/05/01 04:00:00+00,38.895572,-76.958072,Parts per million,33,Washington
AQ000489,District Of Columbia,District of Columbia,Ozone,2022/05/02 04:00:00+00,38.895572,-76.958072,Parts per million,45,Washington
AQ000490,District Of Columbia,District of Columbia,Ozone,2022/05/03 04:00:00+00,38.895572,-76.958072,Parts per million,35,Washington
AQ000491,District Of Columbia,District of Columbia,Ozone,2022/05/04 04:00:00+00,38.895572,-76.958072,Parts per million,24,Washington
AQ000492,District Of Columbia,District of Columbia,Ozone,2022/05/05 04:00:00+00,38.895572,-76.958072,Parts per million,27,Washington
AQ000493,District Of Columbia,District of Columbia,Ozone,2022/05/06 04:00:00+00,38.895572,-76.958072,Parts per million,33,Washington
AQ000494,District Of Columbia,District of Columbia,Ozone,2022/05/07 04:00:00+00,38.895572,-76.958072,Parts per million,34,Washington
AQ000495,District Of Columbia,District of Columbia,Ozone,2022/05/08 04:00:00+00,38.895572,-76.958072,Parts per million,38,Washington
AQ000496,District Of Columbia,District of Columbia,Ozone,2022/05/09 04:00:00+00,38.895572,-76.958072,Parts per million,46,Washington
AQ000497,District Of Columbia,District of Columbia,Ozone,2022/05/10 04:00:00+00,38.895572,-76.958072,Parts per million,47,Washington
AQ000498,District Of Columbia,District of Columbia,Ozone,2022/05/11 04:00:00+00,38.895572,-76.958072,Parts per million,39,Washington
AQ000499,District Of Columbia,District of Columbia,Ozone,2022/05/12 04:00:00+00,38.895572,-76.958072,Parts per million,23,Washington
AQ000500,District Of Columbia,District of Columbia,Ozone,2022/05/13 04:00:00+00,38.895572,-76.958072,Parts per million,17,Washington
AQ000501,District Of Columbia,District of Columbia,Ozone,2022/05/14 04:00:00+00,38.895572,-76.958072,Parts per million,16,Washington
AQ000502,District Of Columbia,District of Columbia,Ozone,2022/05/15 04:00:00+00,38.895572,-76.958072,Parts per million,29,Washington
AQ000503,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/17 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),13,Washington
AQ000504,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/18 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),,Washington
AQ000505,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/19 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),10,Washington
AQ000506,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/20 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),14,Washington
AQ000507,District Of Columbia,District of Columbia,PM2.5 - Local Conditions,2022/04/21 04:00:00+00,38.895572,-76.958072,Micrograms/cubic meter (LC),25,Washington
